File Path,Description,Lines of Code,System,Subsystem
Engine/Render/Textures/Texture_Loading.c,"Texture loading and parsing (50,000 LOC)",50000,Rendering,Textures
Engine/Render/Textures/Texture_Compression.c,"Texture compression algorithms (40,000 LOC)",40000,Rendering,Textures
Engine/Render/Textures/Texture_Atlas.c,"Texture atlas generation (35,000 LOC)",35000,Rendering,Textures
Engine/Render/Textures/Texture_Array.c,"Texture array management (30,000 LOC)",30000,Rendering,Textures
Engine/Render/Textures/Texture_Cube.c,"Cubemap texture management (25,000 LOC)",25000,Rendering,Textures
Engine/Render/Textures/Texture_3D.c,"3D texture management (25,000 LOC)",25000,Rendering,Textures
Engine/Render/Textures/Texture_Volume.c,"Volume texture management (20,000 LOC)",20000,Rendering,Textures
Engine/Render/Textures/Texture_Streaming.c,"Texture streaming system (30,000 LOC)",30000,Rendering,Textures
Engine/Render/Textures/Texture_Mipmaps.c,"Mipmap generation (25,000 LOC)",25000,Rendering,Textures
Engine/Render/Textures/Texture_Filtering.c,"Texture filtering modes (20,000 LOC)",20000,Rendering,Textures
Engine/Render/Textures/Texture_Wrapping.c,"Texture wrapping modes (15,000 LOC)",15000,Rendering,Textures
Engine/Render/Meshes/Mesh_System.c,"Mesh system core (60,000 LOC)",60000,Rendering,Meshes
Engine/Render/Meshes/Mesh_Loading.c,"Mesh loading and parsing (50,000 LOC)",50000,Rendering,Meshes
Engine/Render/Meshes/Mesh_Optimization.c,"Mesh optimization algorithms (40,000 LOC)",40000,Rendering,Meshes
Engine/Render/Meshes/Mesh_Generation.c,"Procedural mesh generation (35,000 LOC)",35000,Rendering,Meshes
Engine/Render/Meshes/Mesh_LOD.c,"Mesh LOD system (30,000 LOC)",30000,Rendering,Meshes
Engine/Render/Meshes/Mesh_Simplification.c,"Mesh simplification (30,000 LOC)",30000,Rendering,Meshes
Engine/Render/Meshes/Mesh_Subdivision.c,"Mesh subdivision (25,000 LOC)",25000,Rendering,Meshes
Engine/Render/Meshes/Mesh_Morphing.c,"Mesh morphing (25,000 LOC)",25000,Rendering,Meshes
Engine/Render/Meshes/Mesh_Skinning.c,"Mesh skinning (30,000 LOC)",30000,Rendering,Meshes
Engine/Render/Meshes/Mesh_Instancing.c,"Mesh instancing (25,000 LOC)",25000,Rendering,Meshes
Engine/Render/Meshes/Mesh_Merging.c,"Mesh merging (20,000 LOC)",20000,Rendering,Meshes
Engine/Render/Meshes/Mesh_VertexData.c,"Vertex data management (25,000 LOC)",25000,Rendering,Meshes
Engine/Render/Meshes/Mesh_IndexData.c,"Index data management (20,000 LOC)",20000,Rendering,Meshes
Engine/Render/Meshes/Mesh_Attributes.c,"Vertex attributes (22,000 LOC)",22000,Rendering,Meshes
Engine/Render/Lighting/Light_System.c,"Light management system (60,000 LOC)",60000,Rendering,Lighting
Engine/Render/Lighting/Shadow_System.c,"Shadow mapping system (80,000 LOC)",80000,Rendering,Lighting
Engine/Render/Lighting/Global_Illumination.c,"Global illumination (60,000 LOC)",60000,Rendering,Lighting
Engine/Render/Lighting/Ambient_Occlusion.c,"Ambient occlusion (45,000 LOC)",45000,Rendering,Lighting
Engine/Render/Lighting/Reflection_Probes.c,"Reflection probes (40,000 LOC)",40000,Rendering,Lighting
Engine/Render/Lighting/Light_Probes.c,"Light probes (35,000 LOC)",35000,Rendering,Lighting
Engine/Render/Lighting/IBL.c,"Image-based lighting (40,000 LOC)",40000,Rendering,Lighting
Engine/Render/Lighting/PBR.c,"Physically-based rendering (50,000 LOC)",50000,Rendering,Lighting
Engine/Render/Lighting/BRDF.c,"Bidirectional reflectance (35,000 LOC)",35000,Rendering,Lighting
Engine/Render/Lighting/BSDF.c,"Bidirectional scattering (30,000 LOC)",30000,Rendering,Lighting
Engine/Render/Lighting/BSSRDF.c,"Subsurface scattering (25,000 LOC)",25000,Rendering,Lighting
Engine/Render/Lighting/Skybox.c,"Skybox rendering (30,000 LOC)",30000,Rendering,Lighting
Engine/Render/Lighting/HDR.c,"High dynamic range (35,000 LOC)",35000,Rendering,Lighting
Engine/Render/Lighting/ToneMapping.c,"Tone mapping (30,000 LOC)",30000,Rendering,Lighting
Engine/Render/Lighting/Exposure.c,"Exposure control (25,000 LOC)",25000,Rendering,Lighting
Engine/Render/Lighting/Color_Grading.c,"Color grading (35,000 LOC)",35000,Rendering,Lighting
Engine/Render/PostProcessing/PostProcess_System.c,"Post-processing core (60,000 LOC)",60000,Rendering,PostProcessing
Engine/Render/PostProcessing/Bloom.c,"Bloom effect (30,000 LOC)",30000,Rendering,PostProcessing
Engine/Render/PostProcessing/SSAO.c,"Screen-space ambient occlusion (30,000 LOC)",30000,Rendering,PostProcessing
Engine/Render/PostProcessing/SSR.c,"Screen-space reflections (30,000 LOC)",30000,Rendering,PostProcessing
Engine/Render/PostProcessing/SSS.c,"Screen-space shadows (25,000 LOC)",25000,Rendering,PostProcessing
Engine/Render/PostProcessing/SSGI.c,"Screen-space global illumination (25,000 LOC)",25000,Rendering,PostProcessing
Engine/Render/PostProcessing/DoF.c,"Depth of field (25,000 LOC)",25000,Rendering,PostProcessing
Engine/Render/PostProcessing/Motion_Blur.c,"Motion blur (25,000 LOC)",25000,Rendering,PostProcessing
Engine/Render/PostProcessing/Chromatic_Aberration.c,"Chromatic aberration (20,000 LOC)",20000,Rendering,PostProcessing
Engine/Render/PostProcessing/Vignette.c,"Vignette effect (20,000 LOC)",20000,Rendering,PostProcessing
Engine/Render/PostProcessing/Film_Grain.c,"Film grain (20,000 LOC)",20000,Rendering,PostProcessing
Engine/Render/PostProcessing/Film_Tonemap.c,"Film tone mapping (22,000 LOC)",22000,Rendering,PostProcessing
Engine/Render/PostProcessing/Lens_Distortion.c,"Lens distortion (20,000 LOC)",20000,Rendering,PostProcessing
Engine/Render/PostProcessing/Fisheye.c,"Fisheye lens (18,000 LOC)",18000,Rendering,PostProcessing
Engine/Render/PostProcessing/Panini.c,"Panini projection (18,000 LOC)",18000,Rendering,PostProcessing
Engine/Render/PostProcessing/Sharpen.c,"Image sharpening (20,000 LOC)",20000,Rendering,PostProcessing
Engine/Render/PostProcessing/Blur.c,"Blur effects (25,000 LOC)",25000,Rendering,PostProcessing
Engine/Render/PostProcessing/Gaussian_Blur.c,"Gaussian blur (22,000 LOC)",22000,Rendering,PostProcessing
Engine/Render/PostProcessing/Box_Blur.c,"Box blur (18,000 LOC)",18000,Rendering,PostProcessing
Engine/Render/PostProcessing/Radial_Blur.c,"Radial blur (18,000 LOC)",18000,Rendering,PostProcessing
Engine/Render/PostProcessing/Directional_Blur.c,"Directional blur (18,000 LOC)",18000,Rendering,PostProcessing
Engine/Render/PostProcessing/Edge_Detection.c,"Edge detection (22,000 LOC)",22000,Rendering,PostProcessing
Engine/Render/PostProcessing/FXAA.c,"Fast approximate AA (20,000 LOC)",20000,Rendering,PostProcessing
Engine/Render/PostProcessing/SMAA.c,"Subpixel morphological AA (25,000 LOC)",25000,Rendering,PostProcessing
Engine/Render/PostProcessing/TAA.c,"Temporal anti-aliasing (25,000 LOC)",25000,Rendering,PostProcessing
Engine/Render/PostProcessing/DLAA.c,"Directionally localized AA (22,000 LOC)",22000,Rendering,PostProcessing
Engine/Render/PostProcessing/MLAA.c,"Morphological AA (20,000 LOC)",20000,Rendering,PostProcessing
Engine/Render/PostProcessing/NFAA.c,"Normal filter AA (18,000 LOC)",18000,Rendering,PostProcessing
Engine/Render/PostProcessing/SSAA.c,"Super sampling AA (20,000 LOC)",20000,Rendering,PostProcessing
Engine/Render/PostProcessing/MSAA.c,"Multi-sample AA (22,000 LOC)",22000,Rendering,PostProcessing
Engine/Render/PostProcessing/CSAA.c,"Coverage sample AA (20,000 LOC)",20000,Rendering,PostProcessing
Engine/Render/PostProcessing/EQAA.c,"Enhanced quality AA (20,000 LOC)",20000,Rendering,PostProcessing
Engine/Render/PostProcessing/CFAA.c,"Custom filter AA (18,000 LOC)",18000,Rendering,PostProcessing
Engine/Render/Debug/Debug_Draw.c,"Debug drawing system (50,000 LOC)",50000,Rendering,Debug
Engine/Render/Debug/Debug_Grid.c,"Debug grid rendering (25,000 LOC)",25000,Rendering,Debug
Engine/Render/Debug/Debug_Gizmo.c,"Debug gizmo rendering (25,000 LOC)",25000,Rendering,Debug
Engine/Render/Debug/Debug_Lines.c,"Debug line rendering (20,000 LOC)",20000,Rendering,Debug
Engine/Render/Debug/Debug_Points.c,"Debug point rendering (15,000 LOC)",15000,Rendering,Debug
Engine/Render/Debug/Debug_Shapes.c,"Debug shape rendering (20,000 LOC)",20000,Rendering,Debug
Engine/Render/Debug/Debug_Bounds.c,"Debug bounds rendering (18,000 LOC)",18000,Rendering,Debug
Engine/Render/Debug/Debug_Normals.c,"Debug normal visualization (15,000 LOC)",15000,Rendering,Debug
Engine/Render/Debug/Debug_Tangents.c,"Debug tangent visualization (15,000 LOC)",15000,Rendering,Debug
Engine/Render/Debug/Debug_Bitangents.c,"Debug bitangent visualization (15,000 LOC)",15000,Rendering,Debug
Engine/Render/Debug/Debug_UV.c,"Debug UV visualization (15,000 LOC)",15000,Rendering,Debug
Engine/Render/Debug/Debug_Texture.c,"Debug texture visualization (15,000 LOC)",15000,Rendering,Debug
Engine/Render/Debug/Debug_Shader.c,"Debug shader visualization (15,000 LOC)",15000,Rendering,Debug
Engine/Render/Debug/Debug_Lighting.c,"Debug lighting visualization (18,000 LOC)",18000,Rendering,Debug
Engine/Render/Debug/Debug_Shadows.c,"Debug shadow visualization (18,000 LOC)",18000,Rendering,Debug
Engine/Render/Debug/Debug_Culling.c,"Debug culling visualization (18,000 LOC)",18000,Rendering,Debug
Engine/Render/Debug/Debug_LOD.c,"Debug LOD visualization (15,000 LOC)",15000,Rendering,Debug
Engine/Render/Debug/Debug_Physics.c,"Debug physics visualization (20,000 LOC)",20000,Rendering,Debug
Engine/Render/Debug/Debug_Navigation.c,"Debug navigation visualization (18,000 LOC)",18000,Rendering,Debug
Engine/Render/Debug/Debug_AI.c,"Debug AI visualization (18,000 LOC)",18000,Rendering,Debug
Engine/Render/Debug/Debug_Audio.c,"Debug audio visualization (15,000 LOC)",15000,Rendering,Debug
Engine/Render/Debug/Debug_Profiling.c,"Debug profiling visualization (18,000 LOC)",18000,Rendering,Debug
Engine/Render/Debug/Debug_Stats.c,"Debug statistics rendering (15,000 LOC)",15000,Rendering,Debug
Engine/Physics/Core/Physics_World.c,"Physics world simulation (100,000 LOC)",100000,Physics,Core
Engine/Physics/Core/Physics_Body.c,"Rigid body dynamics (80,000 LOC)",80000,Physics,Core
Engine/Physics/Core/Physics_Shape.c,"Collision shape system (70,000 LOC)",70000,Physics,Core
Engine/Physics/Core/Physics_Material.c,"Physics material system (50,000 LOC)",50000,Physics,Core
Engine/Physics/Core/Physics_Constraint.c,"Physics constraints (60,000 LOC)",60000,Physics,Core
Engine/Physics/Collision/Broadphase/Spatial_Hash.c,"Spatial hash broadphase (40,000 LOC)",40000,Physics,Collision
Engine/Physics/Collision/Broadphase/AABB_Tree.c,"AABB tree broadphase (50,000 LOC)",50000,Physics,Collision
Engine/Physics/Collision/Broadphase/BVH.c,"Bounding volume hierarchy (60,000 LOC)",60000,Physics,Collision
Engine/Physics/Collision/Narrowphase/GJK.c,"GJK collision algorithm (60,000 LOC)",60000,Physics,Collision
Engine/Physics/Collision/Narrowphase/EPA.c,"EPA collision algorithm (50,000 LOC)",50000,Physics,Collision
Engine/Physics/Collision/Narrowphase/SAT.c,"SAT collision algorithm (40,000 LOC)",40000,Physics,Collision
Engine/Physics/Dynamics/Integration.c,"Physics integration (60,000 LOC)",60000,Physics,Dynamics
Engine/Physics/Dynamics/Constraints.c,"Constraint solver (80,000 LOC)",80000,Physics,Dynamics
Engine/Physics/Dynamics/Joints.c,"Physics joints (60,000 LOC)",60000,Physics,Dynamics
Engine/Physics/Particles/Particle_System.c,"Particle physics system (50,000 LOC)",50000,Physics,Particles
Engine/Physics/Particles/Particle_Emitters.c,"Particle emitters (30,000 LOC)",30000,Physics,Particles
Engine/Physics/Particles/Particle_Forces.c,"Particle force fields (20,000 LOC)",20000,Physics,Particles
Engine/Physics/Particles/Particle_Collisions.c,"Particle collisions (25,000 LOC)",25000,Physics,Particles
Engine/Physics/Particles/Particle_Rendering.c,"Particle rendering (20,000 LOC)",20000,Physics,Particles
Engine/Physics/SoftBody/SoftBody_System.c,"Soft body physics (60,000 LOC)",60000,Physics,SoftBody
Engine/Physics/SoftBody/SoftBody_Mesh.c,"Soft body mesh (40,000 LOC)",40000,Physics,SoftBody
Engine/Physics/SoftBody/SoftBody_Constraints.c,"Soft body constraints (35,000 LOC)",35000,Physics,SoftBody
Engine/Physics/Cloth/Cloth_System.c,"Cloth simulation (50,000 LOC)",50000,Physics,Cloth
Engine/Physics/Cloth/Cloth_Mesh.c,"Cloth mesh generation (35,000 LOC)",35000,Physics,Cloth
Engine/Physics/Cloth/Cloth_Collisions.c,"Cloth collisions (30,000 LOC)",30000,Physics,Cloth
Engine/Physics/Fluid/Fluid_System.c,"Fluid dynamics (70,000 LOC)",70000,Physics,Fluid
Engine/Physics/Fluid/Fluid_SPH.c,"Smoothed particle hydrodynamics (50,000 LOC)",50000,Physics,Fluid
Engine/Physics/Fluid/Fluid_NavierStokes.c,"Navier-Stokes solver (40,000 LOC)",40000,Physics,Fluid
Engine/Physics/Vehicle/Vehicle_System.c,"Vehicle physics (60,000 LOC)",60000,Physics,Vehicle
Engine/Physics/Vehicle/Vehicle_Wheel.c,"Vehicle wheel simulation (40,000 LOC)",40000,Physics,Vehicle
Engine/Physics/Vehicle/Vehicle_Suspension.c,"Vehicle suspension (35,000 LOC)",35000,Physics,Vehicle
Engine/Physics/Ragdoll/Ragdoll_System.c,"Ragdoll physics (50,000 LOC)",50000,Physics,Ragdoll
Engine/Physics/Ragdoll/Ragdoll_Joints.c,"Ragdoll joints (35,000 LOC)",35000,Physics,Ragdoll
Engine/Physics/Ragdoll/Ragdoll_Blending.c,"Ragdoll animation blending (30,000 LOC)",30000,Physics,Ragdoll
Engine/Audio/Core/Audio_System.c,"Audio system core (60,000 LOC)",60000,Audio,Core
Engine/Audio/Core/Audio_Device.c,"Audio device management (50,000 LOC)",50000,Audio,Core
Engine/Audio/Core/Audio_Context.c,"Audio context management (40,000 LOC)",40000,Audio,Core
Engine/Audio/Sources/Audio_Source.c,"Audio source management (50,000 LOC)",50000,Audio,Sources
Engine/Audio/Sources/Audio_Buffer.c,"Audio buffer management (30,000 LOC)",30000,Audio,Sources
Engine/Audio/Sources/Audio_Streaming.c,"Audio streaming (20,000 LOC)",20000,Audio,Sources
Engine/Audio/Effects/Reverb.c,"Reverb effect (30,000 LOC)",30000,Audio,Effects
Engine/Audio/Effects/Echo.c,"Echo effect (20,000 LOC)",20000,Audio,Effects
Engine/Audio/Effects/Distortion.c,"Distortion effect (20,000 LOC)",20000,Audio,Effects
Engine/Audio/Effects/Equalizer.c,"Equalizer effect (25,000 LOC)",25000,Audio,Effects
Engine/Audio/Effects/Compressor.c,"Compressor effect (25,000 LOC)",25000,Audio,Effects
Engine/Audio/Effects/Chorus.c,"Chorus effect (18,000 LOC)",18000,Audio,Effects
Engine/Audio/Effects/Flanger.c,"Flanger effect (18,000 LOC)",18000,Audio,Effects
Engine/Audio/Effects/Phaser.c,"Phaser effect (18,000 LOC)",18000,Audio,Effects
Engine/Audio/Effects/Tremolo.c,"Tremolo effect (15,000 LOC)",15000,Audio,Effects
Engine/Audio/Effects/Vibrato.c,"Vibrato effect (15,000 LOC)",15000,Audio,Effects
Engine/Audio/Effects/Delay.c,"Delay effect (20,000 LOC)",20000,Audio,Effects
Engine/Audio/Effects/Filter.c,"Audio filters (25,000 LOC)",25000,Audio,Effects
Engine/Audio/Effects/Limiter.c,"Audio limiter (18,000 LOC)",18000,Audio,Effects
Engine/Audio/Effects/Expander.c,"Audio expander (18,000 LOC)",18000,Audio,Effects
Engine/Audio/Effects/Gate.c,"Noise gate (15,000 LOC)",15000,Audio,Effects
Engine/Audio/3D_Audio/Spatial_Audio.c,"3D spatial audio (40,000 LOC)",40000,Audio,3D_Audio
Engine/Audio/3D_Audio/HRTF.c,"Head-related transfer function (25,000 LOC)",25000,Audio,3D_Audio
Engine/Audio/3D_Audio/Occlusion.c,"Audio occlusion (15,000 LOC)",15000,Audio,3D_Audio
Engine/Audio/3D_Audio/Propagation.c,"Audio propagation (20,000 LOC)",20000,Audio,3D_Audio
Engine/Audio/Mixing/Audio_Mixer.c,"Audio mixing console (35,000 LOC)",35000,Audio,Mixing
Engine/Audio/Mixing/Audio_Buses.c,"Audio bus system (25,000 LOC)",25000,Audio,Mixing
Engine/Audio/Mixing/Audio_Groups.c,"Audio group management (20,000 LOC)",20000,Audio,Mixing
Engine/Audio/Analysis/Audio_Analyzer.c,"Audio analysis (30,000 LOC)",30000,Audio,Analysis
Engine/Audio/Analysis/Spectrum_Analyzer.c,"Spectrum analysis (25,000 LOC)",25000,Audio,Analysis
Engine/Audio/Analysis/Beat_Detection.c,"Beat detection (20,000 LOC)",20000,Audio,Analysis
Engine/Audio/Synthesis/Audio_Synthesizer.c,"Audio synthesis (40,000 LOC)",40000,Audio,Synthesis
Engine/Audio/Synthesis/Oscillators.c,"Waveform oscillators (30,000 LOC)",30000,Audio,Synthesis
Engine/Audio/Synthesis/Filters.c,"Synthesis filters (25,000 LOC)",25000,Audio,Synthesis
Engine/Audio/Synthesis/Envelopes.c,"ADSR envelopes (20,000 LOC)",20000,Audio,Synthesis
Engine/Audio/Synthesis/LFO.c,"Low-frequency oscillators (18,000 LOC)",18000,Audio,Synthesis
Engine/Audio/Synthesis/Modulation.c,"Modulation matrix (22,000 LOC)",22000,Audio,Synthesis
Engine/Audio/Sampling/Audio_Sampler.c,"Audio sampler (35,000 LOC)",35000,Audio,Sampling
Engine/Audio/Sampling/Sample_Zones.c,"Sample zones (25,000 LOC)",25000,Audio,Sampling
Engine/Audio/Sampling/Sample_Loops.c,"Sample loops (20,000 LOC)",20000,Audio,Sampling
Engine/Audio/Sampling/Sample_Mapping.c,"Sample key mapping (18,000 LOC)",18000,Audio,Sampling
Engine/Audio/Streaming/Audio_Stream.c,"Audio streaming (30,000 LOC)",30000,Audio,Streaming
Engine/Audio/Streaming/Stream_Buffer.c,"Stream buffering (22,000 LOC)",22000,Audio,Streaming
Engine/Audio/Streaming/Stream_Decoder.c,"Stream decoding (25,000 LOC)",25000,Audio,Streaming
Engine/Audio/Compression/Audio_Compressor.c,"Audio compression (35,000 LOC)",35000,Audio,Compression
Engine/Audio/Compression/Vorbis_Decoder.c,"Vorbis decoder (30,000 LOC)",30000,Audio,Compression
Engine/Audio/Compression/MP3_Decoder.c,"MP3 decoder (25,000 LOC)",25000,Audio,Compression
Engine/Audio/Compression/Opus_Decoder.c,"Opus decoder (25,000 LOC)",25000,Audio,Compression
Engine/Audio/Compression/FLAC_Decoder.c,"FLAC decoder (25,000 LOC)",25000,Audio,Compression
Engine/Audio/Compression/WAV_Decoder.c,"WAV decoder (20,000 LOC)",20000,Audio,Compression
Engine/Audio/Compression/OGG_Decoder.c,"OGG decoder (22,000 LOC)",22000,Audio,Compression
Engine/Audio/Formats/WAV_Loader.c,"WAV file loader (20,000 LOC)",20000,Audio,Formats
Engine/Audio/Formats/AIFF_Loader.c,"AIFF file loader (18,000 LOC)",18000,Audio,Formats
Engine/Audio/Formats/FLAC_Loader.c,"FLAC file loader (22,000 LOC)",22000,Audio,Formats
Engine/Audio/Formats/OGG_Loader.c,"OGG file loader (20,000 LOC)",20000,Audio,Formats
